[note 2025-10-05 12:48:24.338-0700] revisiond[125]  <private> starting, built @ Apr 18 2025 22:19:23
[ERR  2025-10-05 13:01:35.737-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:35.757-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:36.122-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:36.130-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:36.137-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.809-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.809-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.811-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.811-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.815-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.815-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.912-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:37.924-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.807-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.807-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.807-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.807-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.816-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.816-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.829-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.857-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.858-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.870-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:38.870-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:39.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:39.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:39.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:39.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:39.321-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.314-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.314-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.314-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.315-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.315-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.316-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.495-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.495-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.497-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.501-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.502-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.553-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.554-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.556-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.557-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.587-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.617-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:41.642-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.297-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.298-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.298-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.299-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.299-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.301-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.369-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.447-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.448-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.449-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.507-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.518-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.531-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.576-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.576-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.692-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.693-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:43.694-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.340-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.342-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.343-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.346-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.375-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.375-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.487-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.522-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.522-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:44.522-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:45.092-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:45.092-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:45.126-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:45.126-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:45.833-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:53.792-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:53.792-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:53.792-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:53.905-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:53.905-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:53.942-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:54.517-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:54.862-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:54.862-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:54.927-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:54.927-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.463-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.463-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.463-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.463-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.464-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.466-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.500-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.500-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:57.637-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.140-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.141-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.145-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.145-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.145-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.145-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.231-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.243-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.249-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.249-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.971-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.971-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.973-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.975-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.975-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:58.975-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.201-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.455-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.455-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.456-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.456-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.457-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.457-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.706-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:01:59.707-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.059-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.060-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.060-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.061-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.062-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.063-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.302-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.303-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.430-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.431-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.437-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.437-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.437-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.722-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.812-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:01.813-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.198-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.666-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.680-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.681-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.681-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.682-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.682-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.840-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.966-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:02.967-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:03.980-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:03.982-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:03.984-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:03.992-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
[ERR  2025-10-05 13:02:03.992-0700] bird[1062]  <private>: EINTR: client gather phase was invalidated
